feature,coef,abs_coef
mom_30 dd_90 dd_120,0.022433352818096795,0.022433352818096795
mom_90 mom_180 mom_360,-0.021731569051508526,0.021731569051508526
mom_30^2 dd_120,0.020749693685465184,0.020749693685465184
mom_90 dd_90 dd_120,0.019999923354723146,0.019999923354723146
mom_30 mom_300 dd_60,0.01937324959107154,0.01937324959107154
mom_360^2 dd_60,-0.019254645027597998,0.019254645027597998
mom_30 mom_180 dd_15,0.018349471586542945,0.018349471586542945
mom_60 dd_120^2,0.01826194872447343,0.01826194872447343
dd_60^2 dd_90,-0.018087255287110426,0.018087255287110426
mom_120 mom_300 dd_120,-0.017600740941755757,0.017600740941755757
mom_60 mom_360,-0.01659445727506237,0.01659445727506237
mom_90 dd_15 dd_120,0.016044985610363726,0.016044985610363726
mom_60 mom_90 dd_90,-0.014686117286949999,0.014686117286949999
mom_360^2 dd_15,0.0138449714616017,0.0138449714616017
mom_60 mom_180 dd_120,0.013345717494947945,0.013345717494947945
mom_120 mom_300 dd_60,-0.013148979958142716,0.013148979958142716
mom_90 dd_120^2,0.01261698983942492,0.01261698983942492
mom_30 mom_60 mom_120,0.01165972155361273,0.01165972155361273
mom_30 dd_15 dd_90,-0.011389830580744217,0.011389830580744217
mom_30 mom_120 mom_360,0.01088751603050734,0.01088751603050734
mom_60 mom_90 mom_270,-0.010666752995970035,0.010666752995970035
mom_30 mom_120 dd_120,-0.009540235697054691,0.009540235697054691
mom_90 mom_270^2,0.009446183651700047,0.009446183651700047
mom_180 dd_15 dd_90,-0.008421998370513006,0.008421998370513006
mom_120 mom_270,0.006412464729484201,0.006412464729484201
mom_90 mom_180 mom_270,-0.005216242586006798,0.005216242586006798
mom_90 mom_270 dd_60,-0.00474787307642851,0.00474787307642851
